State,District,Most AQI Reached,Current AQI,Major Source of Pollution,AQI_Difference,Category,District_Rank
Madhya Pradesh,Jabalpur (Area 3),91,90,Vehicle,1,Satisfactory,3750
Madhya Pradesh,Jabalpur (Area 4),252,125,Domestic Fuel,127,Moderate,2951
Madhya Pradesh,Jabalpur (Area 5),210,90,Vehicle,120,Satisfactory,3750
Madhya Pradesh,Jabalpur (Area 6),202,89,Domestic Fuel,113,Satisfactory,3772
Madhya Pradesh,Jhabua,140,117,Crop Burning,23,Moderate,3144
Madhya Pradesh,Jhabua (Area 1),281,87,Domestic Fuel,194,Satisfactory,3813
Madhya Pradesh,Jhabua (Area 2),311,132,Domestic Fuel,179,Moderate,2792
Madhya Pradesh,Jhabua (Area 3),263,43,Construction Dust,220,Good,4752
Madhya Pradesh,Jhabua (Area 4),259,135,Industrial Emissions,124,Moderate,2714
Madhya Pradesh,Jhabua (Area 5),220,120,Waste Burning,100,Moderate,3066
Madhya Pradesh,Jhabua (Area 6),271,177,Waste Burning,94,Moderate,1733
Madhya Pradesh,Katni,304,160,Crop Burning,144,Moderate,2154
Madhya Pradesh,Katni (Area 1),309,174,Crop Burning,135,Moderate,1803
Madhya Pradesh,Katni (Area 2),185,176,Crop Burning,9,Moderate,1754
Madhya Pradesh,Katni (Area 3),123,119,Waste Burning,4,Moderate,3093
Madhya Pradesh,Katni (Area 4),208,185,Construction Dust,23,Moderate,1517
Madhya Pradesh,Katni (Area 5),250,102,Domestic Fuel,148,Moderate,3493
Madhya Pradesh,Katni (Area 6),144,65,Vehicle,79,Satisfactory,4267
Madhya Pradesh,Khandwa,318,53,Road Dust,265,Satisfactory,4544
Madhya Pradesh,Khandwa (Area 1),245,82,Industrial Emissions,163,Satisfactory,3904
Madhya Pradesh,Khandwa (Area 2),109,72,Vehicle,37,Satisfactory,4100
Madhya Pradesh,Khandwa (Area 3),117,61,Industrial Emissions,56,Satisfactory,4368
Madhya Pradesh,Khandwa (Area 4),173,106,Industrial Emissions,67,Moderate,3413
Madhya Pradesh,Khandwa (Area 5),292,120,Road Dust,172,Moderate,3066
Madhya Pradesh,Khandwa (Area 6),143,46,Road Dust,97,Good,4680
Madhya Pradesh,Khargone,130,65,Waste Burning,65,Satisfactory,4267
Madhya Pradesh,Khargone (Area 1),123,105,Industrial Emissions,18,Moderate,3436
Madhya Pradesh,Khargone (Area 2),229,170,Vehicle,59,Moderate,1898
Madhya Pradesh,Khargone (Area 3),308,117,Vehicle,191,Moderate,3144
Madhya Pradesh,Khargone (Area 4),250,128,Industrial Emissions,122,Moderate,2872
Madhya Pradesh,Khargone (Area 5),207,165,Domestic Fuel,42,Moderate,2028
Madhya Pradesh,Khargone (Area 6),233,50,Vehicle,183,Good,4596
Madhya Pradesh,Mandla,246,92,Crop Burning,154,Satisfactory,3706
Madhya Pradesh,Mandla (Area 1),312,142,Industrial Emissions,170,Moderate,2585
Madhya Pradesh,Mandla (Area 2),181,32,Waste Burning,149,Good,4983
Madhya Pradesh,Mandla (Area 3),148,107,Vehicle,41,Moderate,3387
Madhya Pradesh,Mandla (Area 4),226,147,Industrial Emissions,79,Moderate,2478
Madhya Pradesh,Mandla (Area 5),131,35,Road Dust,96,Good,4916
Madhya Pradesh,Mandla (Area 6),265,54,Waste Burning,211,Satisfactory,4523
Madhya Pradesh,Mandsaur,207,104,Domestic Fuel,103,Moderate,3454
Madhya Pradesh,Mandsaur (Area 1),149,110,Waste Burning,39,Moderate,3302
Madhya Pradesh,Mandsaur (Area 2),48,44,Construction Dust,4,Good,4732
Madhya Pradesh,Mandsaur (Area 3),139,70,Waste Burning,69,Satisfactory,4153
Madhya Pradesh,Mandsaur (Area 4),290,44,Industrial Emissions,246,Good,4732
Madhya Pradesh,Mandsaur (Area 5),239,104,Vehicle,135,Moderate,3454
Madhya Pradesh,Mandsaur (Area 6),146,103,Waste Burning,43,Moderate,3474
Madhya Pradesh,Morena,215,149,Waste Burning,66,Moderate,2426
Madhya Pradesh,Morena (Area 1),276,151,Construction Dust,125,Moderate,2376
Madhya Pradesh,Morena (Area 2),315,40,Construction Dust,275,Good,4808
Madhya Pradesh,Morena (Area 3),197,188,Vehicle,9,Moderate,1423
Madhya Pradesh,Morena (Area 4),211,64,Vehicle,147,Satisfactory,4293
Madhya Pradesh,Morena (Area 5),254,186,Waste Burning,68,Moderate,1478
Madhya Pradesh,Morena (Area 6),277,172,Road Dust,105,Moderate,1852
Madhya Pradesh,Narsinghpur,223,132,Vehicle,91,Moderate,2792
Madhya Pradesh,Narsinghpur (Area 1),187,105,Vehicle,82,Moderate,3436
Madhya Pradesh,Narsinghpur (Area 2),265,141,Crop Burning,124,Moderate,2609
Madhya Pradesh,Narsinghpur (Area 3),139,112,Industrial Emissions,27,Moderate,3267
Madhya Pradesh,Narsinghpur (Area 4),270,128,Industrial Emissions,142,Moderate,2872
Madhya Pradesh,Narsinghpur (Area 5),309,180,Vehicle,129,Moderate,1635
Madhya Pradesh,Narsinghpur (Area 6),271,187,Industrial Emissions,84,Moderate,1455
Madhya Pradesh,Neemuch,185,95,Industrial Emissions,90,Satisfactory,3634
Madhya Pradesh,Neemuch (Area 1),153,33,Construction Dust,120,Good,4964
Madhya Pradesh,Neemuch (Area 2),266,103,Waste Burning,163,Moderate,3474
Madhya Pradesh,Neemuch (Area 3),210,179,Construction Dust,31,Moderate,1667
Madhya Pradesh,Neemuch (Area 4),315,131,Crop Burning,184,Moderate,2815
Madhya Pradesh,Neemuch (Area 5),137,137,Industrial Emissions,0,Moderate,2677
Madhya Pradesh,Neemuch (Area 6),276,55,Domestic Fuel,221,Satisfactory,4497
Madhya Pradesh,Panna,168,62,Industrial Emissions,106,Satisfactory,4343
Madhya Pradesh,Panna (Area 1),226,181,Vehicle,45,Moderate,1609
Madhya Pradesh,Panna (Area 2),194,180,Domestic Fuel,14,Moderate,1635
Madhya Pradesh,Panna (Area 3),298,136,Domestic Fuel,162,Moderate,2692
Madhya Pradesh,Panna (Area 4),186,131,Industrial Emissions,55,Moderate,2815
Madhya Pradesh,Panna (Area 5),313,151,Road Dust,162,Moderate,2376
Madhya Pradesh,Panna (Area 6),240,121,Crop Burning,119,Moderate,3037
Madhya Pradesh,Raisen,217,38,Vehicle,179,Good,4845
Madhya Pradesh,Raisen (Area 1),236,187,Crop Burning,49,Moderate,1455
Madhya Pradesh,Raisen (Area 2),208,98,Vehicle,110,Satisfactory,3574
Madhya Pradesh,Raisen (Area 3),297,116,Road Dust,181,Moderate,3173
Madhya Pradesh,Raisen (Area 4),195,60,Road Dust,135,Satisfactory,4390
Madhya Pradesh,Raisen (Area 5),116,60,Construction Dust,56,Satisfactory,4390
Madhya Pradesh,Raisen (Area 6),234,72,Crop Burning,162,Satisfactory,4100
Madhya Pradesh,Rajgarh,236,122,Vehicle,114,Moderate,3013
Madhya Pradesh,Rajgarh (Area 1),129,44,Crop Burning,85,Good,4732
Madhya Pradesh,Rajgarh (Area 2),251,180,Industrial Emissions,71,Moderate,1635
Madhya Pradesh,Rajgarh (Area 3),220,169,Crop Burning,51,Moderate,1925
Madhya Pradesh,Rajgarh (Area 4),308,48,Domestic Fuel,260,Good,4638
Madhya Pradesh,Rajgarh (Area 5),222,158,Crop Burning,64,Moderate,2207
Madhya Pradesh,Rajgarh (Area 6),256,190,Vehicle,66,Moderate,1355
Madhya Pradesh,Ratlam,289,146,Crop Burning,143,Moderate,2499
Madhya Pradesh,Ratlam (Area 1),197,84,Road Dust,113,Satisfactory,3872
Madhya Pradesh,Ratlam (Area 2),315,142,Domestic Fuel,173,Moderate,2585
Madhya Pradesh,Ratlam (Area 3),137,35,Road Dust,102,Good,4916
Madhya Pradesh,Ratlam (Area 4),214,117,Road Dust,97,Moderate,3144
Madhya Pradesh,Ratlam (Area 5),120,75,Domestic Fuel,45,Satisfactory,4041
Madhya Pradesh,Ratlam (Area 6),99,95,Road Dust,4,Satisfactory,3634
Madhya Pradesh,Rewa,142,44,Crop Burning,98,Good,4732
Madhya Pradesh,Rewa (Area 1),193,98,Domestic Fuel,95,Satisfactory,3574
Madhya Pradesh,Rewa (Area 2),234,122,Industrial Emissions,112,Moderate,3013
Madhya Pradesh,Rewa (Area 3),291,130,Waste Burning,161,Moderate,2832
Madhya Pradesh,Rewa (Area 4),167,57,Crop Burning,110,Satisfactory,4452
Madhya Pradesh,Rewa (Area 5),160,79,Waste Burning,81,Satisfactory,3967
Madhya Pradesh,Rewa (Area 6),240,66,Crop Burning,174,Satisfactory,4247
Madhya Pradesh,Sagar,237,179,Domestic Fuel,58,Moderate,1667
Madhya Pradesh,Sagar (Area 1),299,157,Vehicle,142,Moderate,2239
Madhya Pradesh,Sagar (Area 2),230,71,Road Dust,159,Satisfactory,4129
Madhya Pradesh,Sagar (Area 3),194,154,Waste Burning,40,Moderate,2307
Madhya Pradesh,Sagar (Area 4),195,186,Road Dust,9,Moderate,1478
Madhya Pradesh,Sagar (Area 5),301,158,Industrial Emissions,143,Moderate,2207
Madhya Pradesh,Sagar (Area 6),253,63,Crop Burning,190,Satisfactory,4322
Madhya Pradesh,Satna,243,40,Crop Burning,203,Good,4808
Madhya Pradesh,Satna (Area 1),315,101,Industrial Emissions,214,Moderate,3515
Madhya Pradesh,Satna (Area 2),313,190,Crop Burning,123,Moderate,1355
Madhya Pradesh,Satna (Area 3),307,57,Construction Dust,250,Satisfactory,4452
Madhya Pradesh,Satna (Area 4),184,150,Crop Burning,34,Moderate,2400
Madhya Pradesh,Satna (Area 5),118,57,Vehicle,61,Satisfactory,4452
Madhya Pradesh,Satna (Area 6),289,135,Domestic Fuel,154,Moderate,2714
Madhya Pradesh,Sehore,311,185,Construction Dust,126,Moderate,1517
Madhya Pradesh,Sehore (Area 1),261,55,Vehicle,206,Satisfactory,4497
Madhya Pradesh,Sehore (Area 2),188,44,Vehicle,144,Good,4732
Madhya Pradesh,Sehore (Area 3),198,169,Vehicle,29,Moderate,1925
Madhya Pradesh,Sehore (Area 4),273,136,Domestic Fuel,137,Moderate,2692
Madhya Pradesh,Sehore (Area 5),306,45,Road Dust,261,Good,4702
Madhya Pradesh,Sehore (Area 6),138,74,Construction Dust,64,Satisfactory,4064
Madhya Pradesh,Seoni,89,84,Domestic Fuel,5,Satisfactory,3872
Madhya Pradesh,Seoni (Area 1),297,136,Waste Burning,161,Moderate,2692
Madhya Pradesh,Seoni (Area 2),182,38,Industrial Emissions,144,Good,4845
Madhya Pradesh,Seoni (Area 3),147,52,Road Dust,95,Satisfactory,4564
Madhya Pradesh,Seoni (Area 4),306,128,Construction Dust,178,Moderate,2872
Madhya Pradesh,Seoni (Area 5),289,74,Crop Burning,215,Satisfactory,4064
Madhya Pradesh,Seoni (Area 6),232,133,Waste Burning,99,Moderate,2758
Madhya Pradesh,Shahdol,237,45,Waste Burning,192,Good,4702
Madhya Pradesh,Shahdol (Area 1),154,93,Construction Dust,61,Satisfactory,3678
Madhya Pradesh,Shahdol (Area 2),164,110,Domestic Fuel,54,Moderate,3302
Madhya Pradesh,Shahdol (Area 3),186,71,Construction Dust,115,Satisfactory,4129
Madhya Pradesh,Shahdol (Area 4),92,79,Road Dust,13,Satisfactory,3967
Madhya Pradesh,Shahdol (Area 5),220,172,Waste Burning,48,Moderate,1852
Madhya Pradesh,Shahdol (Area 6),280,183,Crop Burning,97,Moderate,1572
Madhya Pradesh,Shajapur,305,189,Construction Dust,116,Moderate,1395
Madhya Pradesh,Shajapur (Area 1),220,54,Vehicle,166,Satisfactory,4523
Madhya Pradesh,Shajapur (Area 2),319,76,Road Dust,243,Satisfactory,4023
Madhya Pradesh,Shajapur (Area 3),192,125,Industrial Emissions,67,Moderate,2951
Madhya Pradesh,Shajapur (Area 4),247,52,Industrial Emissions,195,Satisfactory,4564
Madhya Pradesh,Shajapur (Area 5),184,61,Construction Dust,123,Satisfactory,4368
Madhya Pradesh,Shajapur (Area 6),311,96,Road Dust,215,Satisfactory,3616
Madhya Pradesh,Sheopur,229,61,Domestic Fuel,168,Satisfactory,4368
Madhya Pradesh,Sheopur (Area 1),211,174,Industrial Emissions,37,Moderate,1803
Madhya Pradesh,Sheopur (Area 2),265,169,Construction Dust,96,Moderate,1925
Madhya Pradesh,Sheopur (Area 3),100,35,Construction Dust,65,Good,4916
Madhya Pradesh,Sheopur (Area 4),254,55,Domestic Fuel,199,Satisfactory,4497
Madhya Pradesh,Sheopur (Area 5),188,51,Construction Dust,137,Satisfactory,4578
Madhya Pradesh,Sheopur (Area 6),313,77,Domestic Fuel,236,Satisfactory,4006
Madhya Pradesh,Shivpuri,95,81,Vehicle,14,Satisfactory,3923
Madhya Pradesh,Shivpuri (Area 1),262,97,Industrial Emissions,165,Satisfactory,3593
Madhya Pradesh,Shivpuri (Area 2),249,106,Vehicle,143,Moderate,3413
Madhya Pradesh,Shivpuri (Area 3),148,133,Waste Burning,15,Moderate,2758
Madhya Pradesh,Shivpuri (Area 4),226,131,Industrial Emissions,95,Moderate,2815
Madhya Pradesh,Shivpuri (Area 5),308,128,Road Dust,180,Moderate,2872
Madhya Pradesh,Shivpuri (Area 6),308,153,Construction Dust,155,Moderate,2329
Madhya Pradesh,Sidhi,239,179,Domestic Fuel,60,Moderate,1667
Madhya Pradesh,Sidhi (Area 1),302,138,Crop Burning,164,Moderate,2660
Madhya Pradesh,Sidhi (Area 2),131,105,Construction Dust,26,Moderate,3436
Madhya Pradesh,Sidhi (Area 3),196,122,Crop Burning,74,Moderate,3013
Madhya Pradesh,Sidhi (Area 4),261,45,Vehicle,216,Good,4702
Madhya Pradesh,Sidhi (Area 5),282,158,Construction Dust,124,Moderate,2207
Madhya Pradesh,Sidhi (Area 6),140,112,Road Dust,28,Moderate,3267
Madhya Pradesh,Singrauli,181,170,Vehicle,11,Moderate,1898
Madhya Pradesh,Singrauli (Area 1),223,96,Crop Burning,127,Satisfactory,3616
Madhya Pradesh,Singrauli (Area 2),262,143,Crop Burning,119,Moderate,2567
Madhya Pradesh,Singrauli (Area 3),305,85,Domestic Fuel,220,Satisfactory,3852
Madhya Pradesh,Singrauli (Area 4),258,168,Construction Dust,90,Moderate,1954
Madhya Pradesh,Singrauli (Area 5),181,36,Industrial Emissions,145,Good,4893
Madhya Pradesh,Singrauli (Area 6),177,63,Domestic Fuel,114,Satisfactory,4322
Madhya Pradesh,Tikamgarh,172,136,Domestic Fuel,36,Moderate,2692
Madhya Pradesh,Tikamgarh (Area 1),114,87,Crop Burning,27,Satisfactory,3813
Madhya Pradesh,Tikamgarh (Area 2),177,170,Industrial Emissions,7,Moderate,1898
Madhya Pradesh,Tikamgarh (Area 3),119,43,Crop Burning,76,Good,4752
Madhya Pradesh,Tikamgarh (Area 4),191,164,Crop Burning,27,Moderate,2049
Madhya Pradesh,Tikamgarh (Area 5),251,72,Waste Burning,179,Satisfactory,4100
Madhya Pradesh,Tikamgarh (Area 6),290,65,Waste Burning,225,Satisfactory,4267
Madhya Pradesh,Ujjain,195,181,Road Dust,14,Moderate,1609
Madhya Pradesh,Ujjain (Area 1),312,148,Crop Burning,164,Moderate,2446
Madhya Pradesh,Ujjain (Area 2),274,182,Vehicle,92,Moderate,1593
Madhya Pradesh,Ujjain (Area 3),93,33,Vehicle,60,Good,4964
Madhya Pradesh,Ujjain (Area 4),319,178,Road Dust,141,Moderate,1702
Madhya Pradesh,Ujjain (Area 5),111,88,Construction Dust,23,Satisfactory,3792
Madhya Pradesh,Ujjain (Area 6),168,123,Industrial Emissions,45,Moderate,2983
Madhya Pradesh,Umaria,291,179,Industrial Emissions,112,Moderate,1667
Madhya Pradesh,Umaria (Area 1),268,45,Crop Burning,223,Good,4702
Madhya Pradesh,Umaria (Area 2),179,96,Domestic Fuel,83,Satisfactory,3616
Madhya Pradesh,Umaria (Area 3),225,154,Vehicle,71,Moderate,2307
Madhya Pradesh,Umaria (Area 4),277,115,Industrial Emissions,162,Moderate,3206
Madhya Pradesh,Umaria (Area 5),193,99,Industrial Emissions,94,Satisfactory,3553
Madhya Pradesh,Umaria (Area 6),320,174,Road Dust,146,Moderate,1803
Madhya Pradesh,Vidisha,283,132,Waste Burning,151,Moderate,2792
Madhya Pradesh,Vidisha (Area 1),108,50,Construction Dust,58,Good,4596
Madhya Pradesh,Vidisha (Area 2),209,122,Waste Burning,87,Moderate,3013
Madhya Pradesh,Vidisha (Area 3),160,67,Construction Dust,93,Satisfactory,4225
Madhya Pradesh,Vidisha (Area 4),265,72,Road Dust,193,Satisfactory,4100
Madhya Pradesh,Vidisha (Area 5),223,119,Road Dust,104,Moderate,3093
Madhya Pradesh,Vidisha (Area 6),228,121,Waste Burning,107,Moderate,3037
Maharashtra,Ahmednagar,103,58,Vehicle,45,Satisfactory,4431
Maharashtra,Ahmednagar (Area 1),215,183,Industrial Emissions,32,Moderate,1572
Maharashtra,Ahmednagar (Area 2),38,31,Waste Burning,7,Good,5016
Maharashtra,Ahmednagar (Area 3),115,61,Road Dust,54,Satisfactory,4368
Maharashtra,Ahmednagar (Area 4),278,54,Domestic Fuel,224,Satisfactory,4523
Maharashtra,Ahmednagar (Area 5),129,77,Waste Burning,52,Satisfactory,4006
Maharashtra,Ahmednagar (Area 6),109,52,Industrial Emissions,57,Satisfactory,4564
Maharashtra,Akola,262,177,Construction Dust,85,Moderate,1733
Maharashtra,Akola (Area 1),201,159,Crop Burning,42,Moderate,2183
Maharashtra,Akola (Area 2),119,69,Industrial Emissions,50,Satisfactory,4186
Maharashtra,Akola (Area 3),128,115,Domestic Fuel,13,Moderate,3206
Maharashtra,Akola (Area 4),272,68,Industrial Emissions,204,Satisfactory,4204
Maharashtra,Akola (Area 5),247,177,Vehicle,70,Moderate,1733
Maharashtra,Akola (Area 6),75,32,Crop Burning,43,Good,4983
Maharashtra,Amravati,228,82,Crop Burning,146,Satisfactory,3904
Maharashtra,Amravati (Area 1),43,41,Crop Burning,2,Good,4789
Maharashtra,Amravati (Area 2),87,36,Waste Burning,51,Good,4893
Maharashtra,Amravati (Area 3),180,84,Road Dust,96,Satisfactory,3872
Maharashtra,Amravati (Area 4),260,174,Industrial Emissions,86,Moderate,1803
Maharashtra,Amravati (Area 5),282,111,Waste Burning,171,Moderate,3285
Maharashtra,Amravati (Area 6),258,126,Waste Burning,132,Moderate,2934
Maharashtra,Aurangabad,233,118,Crop Burning,115,Moderate,3122
Maharashtra,Aurangabad (Area 1),315,102,Crop Burning,213,Moderate,3493
Maharashtra,Aurangabad (Area 2),183,151,Industrial Emissions,32,Moderate,2376
Maharashtra,Aurangabad (Area 3),185,158,Construction Dust,27,Moderate,2207
Maharashtra,Aurangabad (Area 4),305,180,Vehicle,125,Moderate,1635
Maharashtra,Aurangabad (Area 5),85,72,Construction Dust,13,Satisfactory,4100
Maharashtra,Aurangabad (Area 6),195,47,Road Dust,148,Good,4656
Maharashtra,Beed,191,134,Crop Burning,57,Moderate,2740
Maharashtra,Beed (Area 1),237,111,Crop Burning,126,Moderate,3285
Maharashtra,Beed (Area 2),202,96,Crop Burning,106,Satisfactory,3616
Maharashtra,Beed (Area 3),297,152,Industrial Emissions,145,Moderate,2349
Maharashtra,Beed (Area 4),159,89,Road Dust,70,Satisfactory,3772
Maharashtra,Beed (Area 5),203,63,Vehicle,140,Satisfactory,4322
Maharashtra,Beed (Area 6),237,32,Domestic Fuel,205,Good,4983
Maharashtra,Bhandara,217,64,Industrial Emissions,153,Satisfactory,4293
Maharashtra,Bhandara (Area 1),61,57,Construction Dust,4,Satisfactory,4452
Maharashtra,Bhandara (Area 2),181,52,Industrial Emissions,129,Satisfactory,4564
Maharashtra,Bhandara (Area 3),93,54,Industrial Emissions,39,Satisfactory,4523
Maharashtra,Bhandara (Area 4),305,103,Domestic Fuel,202,Moderate,3474
Maharashtra,Bhandara (Area 5),270,44,Waste Burning,226,Good,4732
Maharashtra,Bhandara (Area 6),319,174,Vehicle,145,Moderate,1803
Maharashtra,Buldhana,284,67,Domestic Fuel,217,Satisfactory,4225
Maharashtra,Buldhana (Area 1),184,184,Industrial Emissions,0,Moderate,1544
Maharashtra,Buldhana (Area 2),289,65,Construction Dust,224,Satisfactory,4267
Maharashtra,Buldhana (Area 3),187,137,Crop Burning,50,Moderate,2677
Maharashtra,Buldhana (Area 4),272,121,Domestic Fuel,151,Moderate,3037
Maharashtra,Buldhana (Area 5),312,134,Domestic Fuel,178,Moderate,2740
Maharashtra,Buldhana (Area 6),290,34,Waste Burning,256,Good,4944
Maharashtra,Chandrapur,223,114,Waste Burning,109,Moderate,3226
Maharashtra,Chandrapur (Area 1),99,56,Road Dust,43,Satisfactory,4474
Maharashtra,Chandrapur (Area 2),268,98,Industrial Emissions,170,Satisfactory,3574
Maharashtra,Chandrapur (Area 3),69,64,Road Dust,5,Satisfactory,4293
Maharashtra,Chandrapur (Area 4),305,85,Domestic Fuel,220,Satisfactory,3852
Maharashtra,Chandrapur (Area 5),294,131,Industrial Emissions,163,Moderate,2815
Maharashtra,Chandrapur (Area 6),282,181,Vehicle,101,Moderate,1609
Maharashtra,Dhule,311,176,Domestic Fuel,135,Moderate,1754
Maharashtra,Dhule (Area 1),302,110,Construction Dust,192,Moderate,3302
Maharashtra,Dhule (Area 2),177,176,Industrial Emissions,1,Moderate,1754
Maharashtra,Dhule (Area 3),207,36,Vehicle,171,Good,4893
Maharashtra,Dhule (Area 4),303,74,Vehicle,229,Satisfactory,4064
Maharashtra,Dhule (Area 5),271,134,Domestic Fuel,137,Moderate,2740
Maharashtra,Dhule (Area 6),224,155,Vehicle,69,Moderate,2275
Maharashtra,Gadchiroli,305,188,Road Dust,117,Moderate,1423
Maharashtra,Gadchiroli (Area 1),161,121,Construction Dust,40,Moderate,3037
Maharashtra,Gadchiroli (Area 2),139,75,Domestic Fuel,64,Satisfactory,4041
Maharashtra,Gadchiroli (Area 3),240,180,Crop Burning,60,Moderate,1635
Maharashtra,Gadchiroli (Area 4),266,190,Vehicle,76,Moderate,1355
Maharashtra,Gadchiroli (Area 5),269,133,Waste Burning,136,Moderate,2758
Maharashtra,Gadchiroli (Area 6),275,109,Vehicle,166,Moderate,3338
Maharashtra,Gondia,215,59,Vehicle,156,Satisfactory,4416
Maharashtra,Gondia (Area 1),80,58,Crop Burning,22,Satisfactory,4431
Maharashtra,Gondia (Area 2),255,152,Vehicle,103,Moderate,2349
Maharashtra,Gondia (Area 3),142,132,Industrial Emissions,10,Moderate,2792
Maharashtra,Gondia (Area 4),214,171,Industrial Emissions,43,Moderate,1866
Maharashtra,Gondia (Area 5),198,159,Construction Dust,39,Moderate,2183
Maharashtra,Gondia (Area 6),295,78,Industrial Emissions,217,Satisfactory,3989
Maharashtra,Hingoli,243,33,Waste Burning,210,Good,4964
Maharashtra,Hingoli (Area 1),247,91,Vehicle,156,Satisfactory,3726
Maharashtra,Hingoli (Area 2),238,53,Industrial Emissions,185,Satisfactory,4544
Maharashtra,Hingoli (Area 3),187,141,Road Dust,46,Moderate,2609
Maharashtra,Hingoli (Area 4),234,134,Industrial Emissions,100,Moderate,2740
Maharashtra,Hingoli (Area 5),219,113,Road Dust,106,Moderate,3243
Maharashtra,Hingoli (Area 6),253,127,Vehicle,126,Moderate,2909
Maharashtra,Jalgaon,268,125,Construction Dust,143,Moderate,2951
Maharashtra,Jalgaon (Area 1),264,107,Domestic Fuel,157,Moderate,3387
Maharashtra,Jalgaon (Area 2),269,188,Vehicle,81,Moderate,1423
Maharashtra,Jalgaon (Area 3),186,67,Industrial Emissions,119,Satisfactory,4225
Maharashtra,Jalgaon (Area 4),277,119,Vehicle,158,Moderate,3093
Maharashtra,Jalgaon (Area 5),190,125,Construction Dust,65,Moderate,2951
Maharashtra,Jalgaon (Area 6),172,72,Road Dust,100,Satisfactory,4100
Maharashtra,Jalna,260,115,Construction Dust,145,Moderate,3206
Maharashtra,Jalna (Area 1),312,61,Construction Dust,251,Satisfactory,4368
Maharashtra,Jalna (Area 2),291,37,Industrial Emissions,254,Good,4863
Maharashtra,Jalna (Area 3),89,46,Waste Burning,43,Good,4680
Maharashtra,Jalna (Area 4),167,51,Industrial Emissions,116,Satisfactory,4578
Maharashtra,Jalna (Area 5),282,94,Road Dust,188,Satisfactory,3654
Maharashtra,Jalna (Area 6),298,90,Vehicle,208,Satisfactory,3750
Maharashtra,Kolhapur,235,157,Crop Burning,78,Moderate,2239
Maharashtra,Kolhapur (Area 1),277,97,Road Dust,180,Satisfactory,3593
Maharashtra,Kolhapur (Area 2),168,145,Industrial Emissions,23,Moderate,2526
Maharashtra,Kolhapur (Area 3),174,159,Domestic Fuel,15,Moderate,2183
Maharashtra,Kolhapur (Area 4),157,121,Waste Burning,36,Moderate,3037
Maharashtra,Kolhapur (Area 5),84,71,Road Dust,13,Satisfactory,4129
Maharashtra,Kolhapur (Area 6),303,145,Domestic Fuel,158,Moderate,2526
Maharashtra,Latur,271,176,Crop Burning,95,Moderate,1754
Maharashtra,Latur (Area 1),128,32,Domestic Fuel,96,Good,4983
Maharashtra,Latur (Area 2),310,116,Crop Burning,194,Moderate,3173
Maharashtra,Latur (Area 3),181,82,Domestic Fuel,99,Satisfactory,3904
Maharashtra,Latur (Area 4),201,45,Vehicle,156,Good,4702
Maharashtra,Latur (Area 5),189,84,Domestic Fuel,105,Satisfactory,3872
Maharashtra,Latur (Area 6),67,47,Construction Dust,20,Good,4656
Maharashtra,Mumbai City,244,113,Construction Dust,131,Moderate,3243
Maharashtra,Mumbai City (Area 1),123,48,Vehicle,75,Good,4638
Maharashtra,Mumbai City (Area 2),243,118,Road Dust,125,Moderate,3122
Maharashtra,Mumbai City (Area 3),118,67,Waste Burning,51,Satisfactory,4225
Maharashtra,Mumbai City (Area 4),257,67,Vehicle,190,Satisfactory,4225
Maharashtra,Mumbai City (Area 5),107,95,Industrial Emissions,12,Satisfactory,3634
Maharashtra,Mumbai City (Area 6),197,142,Vehicle,55,Moderate,2585
Maharashtra,Mumbai Suburban,121,71,Crop Burning,50,Satisfactory,4129
Maharashtra,Mumbai Suburban (Area 1),245,110,Industrial Emissions,135,Moderate,3302
Maharashtra,Mumbai Suburban (Area 2),215,80,Industrial Emissions,135,Satisfactory,3948
Maharashtra,Mumbai Suburban (Area 3),211,154,Domestic Fuel,57,Moderate,2307
Maharashtra,Mumbai Suburban (Area 4),225,54,Domestic Fuel,171,Satisfactory,4523
Maharashtra,Mumbai Suburban (Area 5),311,142,Domestic Fuel,169,Moderate,2585
Maharashtra,Mumbai Suburban (Area 6),238,176,Vehicle,62,Moderate,1754
Maharashtra,Nagpur,315,107,Road Dust,208,Moderate,3387
Maharashtra,Nagpur (Area 1),229,119,Crop Burning,110,Moderate,3093
Maharashtra,Nagpur (Area 2),286,68,Waste Burning,218,Satisfactory,4204
Maharashtra,Nagpur (Area 3),302,135,Waste Burning,167,Moderate,2714
Maharashtra,Nagpur (Area 4),133,128,Waste Burning,5,Moderate,2872
Maharashtra,Nagpur (Area 5),137,116,Waste Burning,21,Moderate,3173
Maharashtra,Nagpur (Area 6),276,142,Construction Dust,134,Moderate,2585
Maharashtra,Nanded,273,129,Road Dust,144,Moderate,2852
Maharashtra,Nanded (Area 1),320,108,Vehicle,212,Moderate,3362
Maharashtra,Nanded (Area 2),112,54,Vehicle,58,Satisfactory,4523
Maharashtra,Nanded (Area 3),182,117,Construction Dust,65,Moderate,3144
Maharashtra,Nanded (Area 4),167,128,Construction Dust,39,Moderate,2872
Maharashtra,Nanded (Area 5),143,49,Road Dust,94,Good,4614
Maharashtra,Nanded (Area 6),246,141,Road Dust,105,Moderate,2609
Maharashtra,Nandurbar,258,178,Vehicle,80,Moderate,1702
Maharashtra,Nandurbar (Area 1),307,185,Construction Dust,122,Moderate,1517
Maharashtra,Nandurbar (Area 2),253,171,Crop Burning,82,Moderate,1866
